SA2_MAINCODE_2016	SA2_NAME_2016	PHN_CODE_2017	PHN_NAME_2017	RATIO	PERCENTAGE
					
101021007	Braidwood	PHN106	South Eastern NSW	1	100
101021008	Karabar	PHN106	South Eastern NSW	1	100
101021009	Queanbeyan	PHN106	South Eastern NSW	1	100
101021010	Queanbeyan - East	PHN106	South Eastern NSW	1	100
101021011	Queanbeyan Region	PHN106	South Eastern NSW	1	100
101021012	Queanbeyan West - Jerrabomberra	PHN106	South Eastern NSW	1	100
101031013	Bombala	PHN106	South Eastern NSW	1	100
101031014	Cooma	PHN106	South Eastern NSW	1	100
101031015	Cooma Region	PHN106	South Eastern NSW	1	100
101031016	Jindabyne - Berridale	PHN106	South Eastern NSW	1	100
101041017	Batemans Bay	PHN106	South Eastern NSW	1	100
101041018	Batemans Bay - South	PHN106	South Eastern NSW	1	100
101041019	Bega - Tathra	PHN106	South Eastern NSW	1	100
101041020	Bega-Eden Hinterland	PHN106	South Eastern NSW	1	100
101041021	Broulee - Tomakin	PHN106	South Eastern NSW	1	100
101041022	Deua - Wadbilliga	PHN106	South Eastern NSW	1	100
101041023	Eden	PHN106	South Eastern NSW	1	100
101041024	Eurobodalla Hinterland	PHN106	South Eastern NSW	1	100
101041025	Merimbula - Tura Beach	PHN106	South Eastern NSW	1	100
101041026	Moruya - Tuross Head	PHN106	South Eastern NSW	1	100
101041027	Narooma - Bermagui	PHN106	South Eastern NSW	1	100
101051539	Goulburn	PHN106	South Eastern NSW	1	100
101051540	Goulburn Region	PHN105	South Western Sydney	0.0004746	0.0474572
101051540	Goulburn Region	PHN106	South Eastern NSW	0.9995254	99.9525428
101061541	Yass	PHN106	South Eastern NSW	1	100
101061542	Yass Region	PHN106	South Eastern NSW	0.9508311	95.0831107
101061542	Yass Region	PHN110	Murrumbidgee	0.0491689	4.9168893
101061543	Young	PHN110	Murrumbidgee	1	100
101061544	Young Region	PHN110	Murrumbidgee	1	100
102011028	Avoca Beach - Copacabana	PHN108	Hunter New England and Central Coast	1	100
102011029	Box Head - MacMasters Beach	PHN108	Hunter New England and Central Coast	1	100
102011030	Calga - Kulnura	PHN108	Hunter New England and Central Coast	1	100
102011031	Erina - Green Point	PHN108	Hunter New England and Central Coast	1	100
102011032	Gosford - Springfield	PHN108	Hunter New England and Central Coast	1	100
102011033	Kariong	PHN108	Hunter New England and Central Coast	1	100
102011034	Kincumber - Picketts Valley	PHN108	Hunter New England and Central Coast	1	100
102011035	Narara	PHN108	Hunter New England and Central Coast	1	100
102011036	Niagara Park - Lisarow	PHN108	Hunter New England and Central Coast	1	100
102011037	Point Clare - Koolewong	PHN108	Hunter New England and Central Coast	1	100
102011038	Saratoga - Davistown	PHN108	Hunter New England and Central Coast	1	100
102011039	Terrigal - North Avoca	PHN108	Hunter New England and Central Coast	1	100
102011040	Umina - Booker Bay - Patonga	PHN108	Hunter New England and Central Coast	1	100
102011041	Wamberal - Forresters Beach	PHN108	Hunter New England and Central Coast	1	100
102011042	Woy Woy - Blackwall	PHN108	Hunter New England and Central Coast	1	100
102011043	Wyoming	PHN108	Hunter New England and Central Coast	1	100
102021044	Bateau Bay - Killarney Vale	PHN108	Hunter New England and Central Coast	1	100
102021045	Blue Haven - San Remo	PHN108	Hunter New England and Central Coast	1	100
102021046	Budgewoi - Buff Point - Halekulani	PHN108	Hunter New England and Central Coast	1	100
102021047	Chittaway Bay - Tumbi Umbi	PHN108	Hunter New England and Central Coast	1	100
102021048	Gorokan - Kanwal - Charmhaven	PHN108	Hunter New England and Central Coast	1	100
102021049	Jilliby - Yarramalong	PHN108	Hunter New England and Central Coast	1	100
102021050	Lake Munmorah - Mannering Park	PHN108	Hunter New England and Central Coast	1	100
102021051	Ourimbah - Fountaindale	PHN108	Hunter New England and Central Coast	1	100
102021052	Summerland Point - Gwandalan	PHN108	Hunter New England and Central Coast	1	100
102021053	The Entrance	PHN108	Hunter New England and Central Coast	1	100
102021054	Toukley - Norah Head	PHN108	Hunter New England and Central Coast	1	100
102021055	Tuggerah - Kangy Angy	PHN108	Hunter New England and Central Coast	1	100
102021056	Warnervale - Wadalba	PHN108	Hunter New England and Central Coast	1	100
102021057	Wyong	PHN108	Hunter New England and Central Coast	1	100
103011058	Bathurst	PHN107	Western NSW	1	100
103011059	Bathurst - East	PHN107	Western NSW	1	100
103011060	Bathurst Region	PHN104	Nepean Blue Mountains	0.0021786	0.2178649
103011060	Bathurst Region	PHN107	Western NSW	0.9978214	99.7821351
103011061	Oberon	PHN107	Western NSW	1	100
103021062	Condobolin	PHN107	Western NSW	0.7320596	73.2059598
103021062	Condobolin	PHN110	Murrumbidgee	0.2679404	26.7940402
103021063	Cowra	PHN107	Western NSW	1	100
103021064	Cowra Region	PHN107	Western NSW	1	100
103021065	Forbes	PHN107	Western NSW	1	100
103021066	Grenfell	PHN107	Western NSW	1	100
103021067	Parkes (NSW)	PHN107	Western NSW	1	100
103021068	Parkes Region	PHN107	Western NSW	1	100
103021069	West Wyalong	PHN110	Murrumbidgee	1	100
103031070	Lithgow	PHN104	Nepean Blue Mountains	1	100
103031071	Lithgow Region	PHN104	Nepean Blue Mountains	0.9996375	99.9637462
103031071	Lithgow Region	PHN107	Western NSW	0.0003625	0.0362538
103031072	Mudgee	PHN107	Western NSW	1	100
103031073	Mudgee Region - East	PHN104	Nepean Blue Mountains	0.0029369	0.2936866
103031073	Mudgee Region - East	PHN107	Western NSW	0.9970631	99.7063134
103031074	Mudgee Region - West	PHN107	Western NSW	1	99.9999998
103031075	Wollangambe - Wollemi	PHN104	Nepean Blue Mountains	0.95	95
103031075	Wollangambe - Wollemi	PHN108	Hunter New England and Central Coast	0.05	5
103041076	Blayney	PHN107	Western NSW	1	100
103041077	Orange	PHN107	Western NSW	1	100
103041078	Orange - North	PHN107	Western NSW	1	100
103041079	Orange Region	PHN107	Western NSW	1	100
104011080	Grafton	PHN109	North Coast	1	100
104011081	Grafton Region	PHN109	North Coast	1	100
104011082	Maclean - Yamba - Iluka	PHN109	North Coast	1	100
104021083	Bellingen	PHN109	North Coast	1	100
104021084	Coffs Harbour - North	PHN109	North Coast	1	100
104021085	Coffs Harbour - South	PHN109	North Coast	1	100
104021086	Coramba - Nana Glen - Bucca	PHN109	North Coast	1	100
104021087	Dorrigo	PHN109	North Coast	1	100
104021088	Korora - Emerald Beach	PHN109	North Coast	1	100
104021089	Sawtell - Boambee	PHN109	North Coast	1	100
104021090	Urunga	PHN109	North Coast	1	100
104021091	Woolgoolga - Arrawarra	PHN109	North Coast	1	100
105011092	Bourke - Brewarrina	PHN107	Western NSW	1	100
105011093	Cobar	PHN107	Western NSW	1	100
105011094	Coonamble	PHN107	Western NSW	1	100
105011095	Nyngan - Warren	PHN107	Western NSW	1	100
105011096	Walgett - Lightning Ridge	PHN107	Western NSW	1	100
105021097	Broken Hill	PHN107	Western NSW	1	100
105021098	Far West	PHN107	Western NSW	1	100
105031099	Coonabarabran	PHN107	Western NSW	1	100
105031100	Dubbo - East	PHN107	Western NSW	1	100
105031101	Dubbo - South	PHN107	Western NSW	1	100
105031102	Dubbo - West	PHN107	Western NSW	1	100
105031103	Dubbo Region	PHN107	Western NSW	1	100
105031104	Gilgandra	PHN107	Western NSW	1	100
105031105	Narromine	PHN107	Western NSW	1	100
105031106	Wellington	PHN107	Western NSW	1	100
106011107	Branxton - Greta - Pokolbin	PHN108	Hunter New England and Central Coast	1	100
106011108	Cessnock	PHN108	Hunter New England and Central Coast	1	100
106011109	Cessnock Region	PHN108	Hunter New England and Central Coast	1	100
106011110	Dungog	PHN108	Hunter New England and Central Coast	1	100
106011111	Kurri Kurri - Abermain	PHN108	Hunter New England and Central Coast	1	100
106011112	Singleton	PHN108	Hunter New England and Central Coast	1	100
106011113	Singleton Region	PHN108	Hunter New England and Central Coast	1	100
106021114	Maitland	PHN108	Hunter New England and Central Coast	1	100
106021115	Maitland - East	PHN108	Hunter New England and Central Coast	1	100
106021116	Maitland - North	PHN108	Hunter New England and Central Coast	1	100
106021117	Maitland - West	PHN108	Hunter New England and Central Coast	1	100
106021118	Thornton - Millers Forest	PHN108	Hunter New England and Central Coast	1	100
106031119	Anna Bay	PHN108	Hunter New England and Central Coast	1	100
106031120	Lemon Tree Passage - Tanilba Bay	PHN108	Hunter New England and Central Coast	1	100
106031121	Nelson Bay Peninsula	PHN108	Hunter New England and Central Coast	1	100
106031122	Raymond Terrace	PHN108	Hunter New England and Central Coast	1	100
106031123	Seaham - Woodville	PHN108	Hunter New England and Central Coast	1	100
106031124	Tea Gardens - Hawks Nest	PHN108	Hunter New England and Central Coast	1	100
106031125	Williamtown - Medowie - Karuah	PHN108	Hunter New England and Central Coast	1	100
106041126	Muswellbrook	PHN108	Hunter New England and Central Coast	1	100
106041127	Muswellbrook Region	PHN108	Hunter New England and Central Coast	1	100
106041128	Scone	PHN108	Hunter New England and Central Coast	1	100
106041129	Scone Region	PHN108	Hunter New England and Central Coast	1	100
107011131	Dapto - Avondale	PHN106	South Eastern NSW	1	100
107011132	Horsley - Kembla Grange	PHN106	South Eastern NSW	1	100
107011133	Port Kembla Industrial	PHN106	South Eastern NSW	1	100
107011134	Unanderra - Mount Kembla	PHN106	South Eastern NSW	1	100
107011545	Berkeley - Lake Heights - Cringila	PHN106	South Eastern NSW	1	100
107011546	Port Kembla - Warrawong	PHN106	South Eastern NSW	1	100
107011547	Windang - Primbee	PHN106	South Eastern NSW	1	100
107021135	Illawarra Catchment Reserve	PHN106	South Eastern NSW	0.9999863	99.9986251
107031136	Albion Park - Macquarie Pass	PHN106	South Eastern NSW	1	100
107031137	Albion Park Rail	PHN106	South Eastern NSW	1	100
107031138	Kiama	PHN106	South Eastern NSW	1	100
107031139	Kiama Downs - Minnamurra	PHN106	South Eastern NSW	1	100
107031140	Kiama Hinterland - Gerringong	PHN106	South Eastern NSW	1	100
107031141	Shellharbour - Flinders	PHN106	South Eastern NSW	1	100
107031142	Shellharbour - Oak Flats	PHN106	South Eastern NSW	1	100
107031143	Warilla	PHN106	South Eastern NSW	1	100
107041144	Balgownie - Fairy Meadow	PHN106	South Eastern NSW	1	100
107041145	Corrimal - Tarrawanna - Bellambi	PHN106	South Eastern NSW	1	100
107041146	Figtree - Keiraville	PHN106	South Eastern NSW	1	100
107041147	Helensburgh	PHN105	South Western Sydney	0.0035299	0.352995
107041147	Helensburgh	PHN106	South Eastern NSW	0.99647	99.6470049
107041148	Thirroul - Austinmer - Coalcliff	PHN106	South Eastern NSW	1	100
107041150	Woonona - Bulli - Russell Vale	PHN106	South Eastern NSW	1	100
107041548	Wollongong - East	PHN106	South Eastern NSW	1	100
107041549	Wollongong - West	PHN106	South Eastern NSW	1	100
108011151	Bulahdelah - Stroud	PHN108	Hunter New England and Central Coast	1	100
108011152	Forster	PHN108	Hunter New England and Central Coast	1	100
108011153	Forster-Tuncurry Region	PHN108	Hunter New England and Central Coast	1	100
108011154	Tuncurry	PHN108	Hunter New England and Central Coast	1	100
108021155	Kempsey	PHN109	North Coast	1	100
108021156	Kempsey Region	PHN108	Hunter New England and Central Coast	0.0037799	0.3779887
108021156	Kempsey Region	PHN109	North Coast	0.9962201	99.6220113
108021157	Macksville - Scotts Head	PHN109	North Coast	1	100
108021158	Nambucca Heads	PHN109	North Coast	1	100
108021159	Nambucca Heads Region	PHN109	North Coast	1	100
108021160	South West Rocks	PHN109	North Coast	1	100
108031161	Lord Howe Island	PHN101	Central and Eastern Sydney	1	100
108041162	Laurieton - Bonny Hills	PHN109	North Coast	1	100
108041163	Port Macquarie - East	PHN109	North Coast	1	100
108041164	Port Macquarie - West	PHN109	North Coast	1	100
108041165	Port Macquarie Region	PHN108	Hunter New England and Central Coast	0.004524	0.4524033
108041165	Port Macquarie Region	PHN109	North Coast	0.995476	99.5475967
108041166	Wauchope	PHN109	North Coast	1	100
108051167	Gloucester	PHN108	Hunter New England and Central Coast	1	100
108051168	Old Bar - Manning Point - Red Head	PHN108	Hunter New England and Central Coast	1	100
108051169	Taree	PHN108	Hunter New England and Central Coast	1	100
108051170	Taree Region	PHN108	Hunter New England and Central Coast	1	99.9999999
108051171	Wingham	PHN108	Hunter New England and Central Coast	1	100
109011172	Albury - East	PHN205	Murray	1	100
109011173	Albury - North	PHN205	Murray	1	100
109011174	Albury - South	PHN205	Murray	1	100
109011175	Albury Region	PHN110	Murrumbidgee	0.8777988	87.779884
109011175	Albury Region	PHN205	Murray	0.1222012	12.220116
109011176	Lavington	PHN205	Murray	1	100
109021177	Hay	PHN110	Murrumbidgee	1	100
109021178	Wentworth - Buronga	PHN107	Western NSW	1	100
109021179	Wentworth-Balranald Region	PHN107	Western NSW	0.8622237	86.222366
109021179	Wentworth-Balranald Region	PHN110	Murrumbidgee	0.1377763	13.777634
109031180	Corowa	PHN110	Murrumbidgee	1	100
109031181	Corowa Region	PHN110	Murrumbidgee	1	100
109031182	Deniliquin	PHN110	Murrumbidgee	1	100
109031183	Deniliquin Region	PHN110	Murrumbidgee	1	100
109031184	Moama	PHN110	Murrumbidgee	1	100
109031185	Tocumwal - Finley - Jerilderie	PHN110	Murrumbidgee	1	100
110011186	Armidale	PHN108	Hunter New England and Central Coast	1	100
110011187	Armidale Region - North	PHN108	Hunter New England and Central Coast	1	100
110011188	Armidale Region - South	PHN108	Hunter New England and Central Coast	1	100
110011189	Walcha	PHN108	Hunter New England and Central Coast	1	100
110021190	Glen Innes	PHN108	Hunter New England and Central Coast	1	100
110021191	Inverell	PHN108	Hunter New England and Central Coast	1	100
110021192	Inverell Region - East	PHN108	Hunter New England and Central Coast	1	100
110021193	Inverell Region - West	PHN108	Hunter New England and Central Coast	1	100
110021194	Tenterfield	PHN108	Hunter New England and Central Coast	0.9349348	93.4934824
110021194	Tenterfield	PHN109	North Coast	0.0650652	6.5065176
110031195	Moree	PHN108	Hunter New England and Central Coast	1	100
110031196	Moree Region	PHN108	Hunter New England and Central Coast	1	100
110031197	Narrabri	PHN108	Hunter New England and Central Coast	1	100
110031198	Narrabri Region	PHN108	Hunter New England and Central Coast	1	100
110041199	Gunnedah	PHN108	Hunter New England and Central Coast	1	100
110041200	Gunnedah Region	PHN108	Hunter New England and Central Coast	1	100
110041201	Quirindi	PHN108	Hunter New England and Central Coast	1	100
110041202	Tamworth - East	PHN108	Hunter New England and Central Coast	1	100
110041203	Tamworth - North	PHN108	Hunter New England and Central Coast	1	100
110041204	Tamworth - West	PHN108	Hunter New England and Central Coast	1	100
110041205	Tamworth Region	PHN108	Hunter New England and Central Coast	1	100
111011206	Belmont - Bennetts Green	PHN108	Hunter New England and Central Coast	1	100
111011207	Belmont South - Blacksmiths	PHN108	Hunter New England and Central Coast	1	100
111011208	Charlestown - Dudley	PHN108	Hunter New England and Central Coast	1	100
111011209	Glendale - Cardiff - Hillsborough	PHN108	Hunter New England and Central Coast	1	100
111011210	Mount Hutton - Windale	PHN108	Hunter New England and Central Coast	1	100
111011211	Redhead	PHN108	Hunter New England and Central Coast	1	100
111011212	Swansea - Caves Beach	PHN108	Hunter New England and Central Coast	1	100
111011213	Valentine - Eleebana	PHN108	Hunter New England and Central Coast	1	100
111011214	Warners Bay - Boolaroo	PHN108	Hunter New England and Central Coast	1	100
111021215	Bolton Point - Teralba	PHN108	Hunter New England and Central Coast	1	100
111021216	Bonnells Bay - Silverwater	PHN108	Hunter New England and Central Coast	1	100
111021217	Edgeworth - Cameron Park	PHN108	Hunter New England and Central Coast	1	100
111021218	Morisset - Cooranbong	PHN108	Hunter New England and Central Coast	1	100
111021219	Toronto - Awaba	PHN108	Hunter New England and Central Coast	1	100
111021220	Wangi Wangi - Rathmines	PHN108	Hunter New England and Central Coast	1	100
111021221	West Wallsend - Barnsley - Killingworth	PHN108	Hunter New England and Central Coast	1	100
111031222	Adamstown - Kotara	PHN108	Hunter New England and Central Coast	1	100
111031223	Beresfield - Hexham	PHN108	Hunter New England and Central Coast	1	100
111031224	Hamilton - Broadmeadow	PHN108	Hunter New England and Central Coast	1	100
111031225	Lambton - New Lambton	PHN108	Hunter New England and Central Coast	1	100
111031226	Maryland - Fletcher - Minmi	PHN108	Hunter New England and Central Coast	1	100
111031227	Mayfield - Warabrook	PHN108	Hunter New England and Central Coast	1	100
111031228	Merewether - The Junction	PHN108	Hunter New England and Central Coast	1	100
111031229	Newcastle - Cooks Hill	PHN108	Hunter New England and Central Coast	1	100
111031230	Newcastle Port - Kooragang	PHN108	Hunter New England and Central Coast	1	100
111031231	Shortland - Jesmond	PHN108	Hunter New England and Central Coast	1	100
111031232	Stockton - Fullerton Cove	PHN108	Hunter New England and Central Coast	1	100
111031233	Wallsend - Elermore Vale	PHN108	Hunter New England and Central Coast	1	100
111031234	Waratah - North Lambton	PHN108	Hunter New England and Central Coast	1	100
111031235	Wickham - Carrington - Tighes Hill	PHN108	Hunter New England and Central Coast	1	100
112011236	Ballina	PHN109	North Coast	1	100
112011237	Ballina Region	PHN109	North Coast	1	100
112011238	Bangalow	PHN109	North Coast	1	100
112011239	Brunswick Heads - Ocean Shores	PHN109	North Coast	1	100
112011240	Byron Bay	PHN109	North Coast	1	100
112011241	Evans Head	PHN109	North Coast	1	100
112011242	Lennox Head - Skennars Head	PHN109	North Coast	1	100
112011243	Mullumbimby	PHN109	North Coast	1	100
112021244	Casino	PHN109	North Coast	1	100
112021245	Casino Region	PHN109	North Coast	1	100
112021246	Goonellabah	PHN109	North Coast	1	100
112021247	Kyogle	PHN109	North Coast	1	100
112021248	Lismore	PHN109	North Coast	1	100
112021249	Lismore Region	PHN109	North Coast	1	100
112031250	Kingscliff - Fingal Head	PHN109	North Coast	1	100
112031251	Murwillumbah	PHN109	North Coast	1	100
112031252	Murwillumbah Region	PHN109	North Coast	1	100
112031253	Pottsville	PHN109	North Coast	1	100
112031254	Tweed Heads	PHN109	North Coast	1	100
112031550	Banora Point	PHN109	North Coast	1	100
112031551	Terranora - North Tumblegum	PHN109	North Coast	1	100
112031552	Tweed Heads South	PHN109	North Coast	1	100
113011256	Griffith (NSW)	PHN110	Murrumbidgee	1	100
113011257	Griffith Region	PHN110	Murrumbidgee	1	100
113011258	Leeton	PHN110	Murrumbidgee	1	100
113011259	Narrandera	PHN110	Murrumbidgee	1	100
113021260	Tumbarumba	PHN110	Murrumbidgee	1	100
113021261	Tumut	PHN110	Murrumbidgee	1	100
113021262	Tumut Region	PHN110	Murrumbidgee	1	99.9999996
113031263	Cootamundra	PHN110	Murrumbidgee	1	100
113031264	Gundagai	PHN110	Murrumbidgee	1	100
113031265	Junee	PHN110	Murrumbidgee	1	100
113031266	Temora	PHN110	Murrumbidgee	1	100
113031267	Wagga Wagga - East	PHN110	Murrumbidgee	1	100
113031268	Wagga Wagga - North	PHN110	Murrumbidgee	1	100
113031269	Wagga Wagga - South	PHN110	Murrumbidgee	1	100
113031270	Wagga Wagga - West	PHN110	Murrumbidgee	1	100
113031271	Wagga Wagga Region	PHN110	Murrumbidgee	1	100
114011272	Berry - Kangaroo Valley	PHN106	South Eastern NSW	1	99.9999998
114011273	Callala Bay - Currarong	PHN106	South Eastern NSW	1	100
114011274	Culburra Beach	PHN106	South Eastern NSW	1	100
114011275	Ettrema - Sassafras - Budawang	PHN106	South Eastern NSW	1	100
114011276	Huskisson - Vincentia	PHN106	South Eastern NSW	1	100
114011277	North Nowra - Bomaderry	PHN106	South Eastern NSW	1	100
114011278	Nowra	PHN106	South Eastern NSW	1	100
114011279	St Georges Basin - Erowal Bay	PHN106	South Eastern NSW	1	100
114011280	Sussex Inlet - Berrara	PHN106	South Eastern NSW	1	100
114011281	Tomerong - Wandandian - Woollamia	PHN106	South Eastern NSW	1	100
114011282	Ulladulla	PHN106	South Eastern NSW	1	100
114011283	Ulladulla Region	PHN106	South Eastern NSW	1	100
114021284	Bowral	PHN105	South Western Sydney	1	100
114021285	Hill Top - Colo Vale	PHN105	South Western Sydney	1	100
114021286	Mittagong	PHN105	South Western Sydney	1	100
114021287	Moss Vale - Berrima	PHN105	South Western Sydney	1	100
114021288	Robertson - Fitzroy Falls	PHN105	South Western Sydney	0.9752207	97.5220723
114021288	Robertson - Fitzroy Falls	PHN106	South Eastern NSW	0.0247793	2.4779277
114021289	Southern Highlands	PHN105	South Western Sydney	1	100
115011290	Baulkham Hills (East)	PHN103	Western Sydney	1	100
115011291	Baulkham Hills (West) - Bella Vista	PHN103	Western Sydney	1	100
115011294	Glenhaven	PHN102	Northern Sydney	0.0555199	5.5519934
115011294	Glenhaven	PHN103	Western Sydney	0.9444801	94.4480066
115011296	West Pennant Hills	PHN103	Western Sydney	1	100
115011553	Castle Hill - Central	PHN103	Western Sydney	1	100
115011554	Castle Hill - East	PHN102	Northern Sydney	1	100
115011555	Castle Hill - North	PHN103	Western Sydney	1	100
115011556	Castle Hill - South	PHN103	Western Sydney	1	100
115011557	Castle Hill - West	PHN103	Western Sydney	1	100
115011558	Cherrybrook	PHN102	Northern Sydney	1	100
115011559	Kellyville	PHN103	Western Sydney	1	100
115021297	Dural - Kenthurst - Wisemans Ferry	PHN102	Northern Sydney	0.346273	34.6272953
115021297	Dural - Kenthurst - Wisemans Ferry	PHN103	Western Sydney	0.6512503	65.1250271
115021297	Dural - Kenthurst - Wisemans Ferry	PHN104	Nepean Blue Mountains	0.0024768	0.2476776
115021298	Galston - Laughtondale	PHN102	Northern Sydney	1	100
115031299	Bilpin - Colo - St Albans	PHN104	Nepean Blue Mountains	1	100
115031300	Kurrajong Heights - Ebenezer	PHN104	Nepean Blue Mountains	1	100
115041301	Pitt Town - McGraths Hill	PHN103	Western Sydney	0.0363394	3.6339406
115041301	Pitt Town - McGraths Hill	PHN104	Nepean Blue Mountains	0.9636606	96.3660594
115041302	Rouse Hill - Beaumont Hills	PHN103	Western Sydney	1	100
116011303	Blacktown (East) - Kings Park	PHN103	Western Sydney	1	100
116011304	Blacktown (North) - Marayong	PHN103	Western Sydney	1	100
116011306	Doonside - Woodcroft	PHN103	Western Sydney	1	100
116011307	Lalor Park - Kings Langley	PHN103	Western Sydney	1	100
116011308	Seven Hills - Toongabbie	PHN103	Western Sydney	1	100
116011560	Blacktown (South)	PHN103	Western Sydney	1	100
116011561	Blacktown (West)	PHN103	Western Sydney	1	100
116021309	Glenwood	PHN103	Western Sydney	1	100
116021310	Parklea - Kellyville Ridge	PHN103	Western Sydney	1	100
116021312	Riverstone - Marsden Park	PHN103	Western Sydney	1	99.9999999
116021562	Acacia Gardens	PHN103	Western Sydney	1	100
116021563	Quakers Hill	PHN103	Western Sydney	1	100
116031313	Bidwill - Hebersham - Emerton	PHN103	Western Sydney	1	100
116031314	Glendenning - Dean Park	PHN103	Western Sydney	1	100
116031315	Hassall Grove - Plumpton	PHN103	Western Sydney	1	100
116031316	Lethbridge Park - Tregear	PHN103	Western Sydney	1	100
116031317	Mount Druitt - Whalan	PHN103	Western Sydney	1	100
116031318	Prospect Reservoir	PHN103	Western Sydney	1	100
116031319	Rooty Hill - Minchinbury	PHN103	Western Sydney	1	100
117011320	Banksmeadow	PHN101	Central and Eastern Sydney	1	100
117011321	Botany	PHN101	Central and Eastern Sydney	1	100
117011322	Mascot - Eastlakes	PHN101	Central and Eastern Sydney	1	100
117011323	Pagewood - Hillsdale - Daceyville	PHN101	Central and Eastern Sydney	1	100
117011324	Port Botany Industrial	PHN101	Central and Eastern Sydney	1	100
117011325	Sydney Airport	PHN101	Central and Eastern Sydney	1	100
117021326	Marrickville	PHN101	Central and Eastern Sydney	1	100
117021327	Petersham - Stanmore	PHN101	Central and Eastern Sydney	1	100
117021328	Sydenham - Tempe - St Peters	PHN101	Central and Eastern Sydney	1	100
117031329	Darlinghurst	PHN101	Central and Eastern Sydney	1	100
117031330	Erskineville - Alexandria	PHN101	Central and Eastern Sydney	1	100
117031331	Glebe - Forest Lodge	PHN101	Central and Eastern Sydney	1	100
117031332	Newtown - Camperdown - Darlington	PHN101	Central and Eastern Sydney	1	100
117031333	Potts Point - Woolloomooloo	PHN101	Central and Eastern Sydney	1	100
117031334	Pyrmont - Ultimo	PHN101	Central and Eastern Sydney	1	100
117031335	Redfern - Chippendale	PHN101	Central and Eastern Sydney	1	100
117031336	Surry Hills	PHN101	Central and Eastern Sydney	1	100
117031337	Sydney - Haymarket - The Rocks	PHN101	Central and Eastern Sydney	1	100
117031338	Waterloo - Beaconsfield	PHN101	Central and Eastern Sydney	1	100
118011339	Bondi - Tamarama - Bronte	PHN101	Central and Eastern Sydney	1	100
118011340	Bondi Beach - North Bondi	PHN101	Central and Eastern Sydney	1	100
118011341	Bondi Junction - Waverly	PHN101	Central and Eastern Sydney	1	100
118011342	Centennial Park	PHN101	Central and Eastern Sydney	1	100
118011343	Double Bay - Bellevue Hill	PHN101	Central and Eastern Sydney	1	100
118011344	Dover Heights	PHN101	Central and Eastern Sydney	1	100
118011345	Paddington - Moore Park	PHN101	Central and Eastern Sydney	1	100
118011346	Rose Bay - Vaucluse - Watsons Bay	PHN101	Central and Eastern Sydney	1	100
118011347	Woollahra	PHN101	Central and Eastern Sydney	1	100
118021348	Coogee - Clovelly	PHN101	Central and Eastern Sydney	1	100
118021350	Malabar - La Perouse - Chifley	PHN101	Central and Eastern Sydney	1	100
118021564	Kensington (NSW)	PHN101	Central and Eastern Sydney	1	100
118021565	Kingsford	PHN101	Central and Eastern Sydney	1	100
118021566	Maroubra - North	PHN101	Central and Eastern Sydney	1	100
118021567	Maroubra - South	PHN101	Central and Eastern Sydney	1	100
118021568	Maroubra - West	PHN101	Central and Eastern Sydney	1	100
118021569	Randwick - North	PHN101	Central and Eastern Sydney	1	100
118021570	Randwick - South	PHN101	Central and Eastern Sydney	1	100
119011354	Bass Hill - Georges Hall	PHN105	South Western Sydney	1	100
119011355	Chullora	PHN105	South Western Sydney	1	99.9999978
119011356	Condell Park	PHN105	South Western Sydney	1	100
119011357	Greenacre - Mount Lewis	PHN101	Central and Eastern Sydney	0.0601187	6.0118749
119011357	Greenacre - Mount Lewis	PHN105	South Western Sydney	0.9398813	93.9881251
119011358	Padstow	PHN105	South Western Sydney	1	100
119011359	Panania - Milperra - Picnic Point	PHN105	South Western Sydney	1	100
119011360	Revesby	PHN105	South Western Sydney	1	100
119011361	Yagoona - Birrong	PHN105	South Western Sydney	1	100
119011571	Bankstown - North	PHN105	South Western Sydney	1	100
119011572	Bankstown - South	PHN105	South Western Sydney	1	100
119021362	Belmore - Belfield	PHN101	Central and Eastern Sydney	1	100
119021363	Canterbury (South) - Campsie	PHN101	Central and Eastern Sydney	1	100
119021364	Kingsgrove (North) - Earlwood	PHN101	Central and Eastern Sydney	1	100
119021366	Punchbowl	PHN101	Central and Eastern Sydney	0.6126547	61.2654681
119021366	Punchbowl	PHN105	South Western Sydney	0.3873453	38.7345319
119021367	Roselands	PHN101	Central and Eastern Sydney	1	100
119021573	Lakemba	PHN101	Central and Eastern Sydney	1	100
119021574	Wiley Park	PHN101	Central and Eastern Sydney	1	100
119031368	Hurstville	PHN101	Central and Eastern Sydney	1	100
119031369	Mortdale - Penshurst	PHN101	Central and Eastern Sydney	1	100
119031370	Narwee - Beverly Hills	PHN101	Central and Eastern Sydney	1	100
119031371	Oatley - Hurstville Grove	PHN101	Central and Eastern Sydney	1	100
119031372	Peakhurst - Lugarno	PHN101	Central and Eastern Sydney	1	100
119031373	Riverwood	PHN101	Central and Eastern Sydney	1	100
119031374	South Hurstville - Blakehurst	PHN101	Central and Eastern Sydney	1	100
119041375	Arncliffe - Bardwell Valley	PHN101	Central and Eastern Sydney	1	100
119041376	Bexley	PHN101	Central and Eastern Sydney	1	100
119041377	Kingsgrove (South) - Bardwell Park	PHN101	Central and Eastern Sydney	1	100
119041378	Kogarah	PHN101	Central and Eastern Sydney	1	100
119041379	Kogarah Bay - Carlton - Allawah	PHN101	Central and Eastern Sydney	1	100
