SA2_MAINCODE_2016	SA2_NAME_2016	PHN_CODE_2017	PHN_NAME_2017	RATIO	PERCENTAGE
309051243	Currumbin Valley - Tallebudgera	PHN303	Gold Coast	1	100
309051244	Mudgeeraba - Bonogin	PHN303	Gold Coast	1	100
309051245	Reedy Creek - Andrews	PHN303	Gold Coast	1	100
309061246	Carrara	PHN303	Gold Coast	1	100
309061247	Highland Park	PHN303	Gold Coast	1	100
309061248	Nerang - Mount Nathan	PHN303	Gold Coast	1	100
309061249	Pacific Pines - Gaven	PHN303	Gold Coast	1	100
309061250	Worongary - Tallai	PHN303	Gold Coast	1	100
309071251	Coomera	PHN303	Gold Coast	1	100
309071252	Helensvale	PHN303	Gold Coast	1	100
309071253	Hope Island	PHN303	Gold Coast	1	100
309071254	Jacobs Well - Alberton	PHN303	Gold Coast	1	100
309071255	Ormeau - Yatala	PHN303	Gold Coast	1	100
309071256	Oxenford - Maudsland	PHN303	Gold Coast	1	100
309071257	Pimpama	PHN303	Gold Coast	1	100
309071258	Upper Coomera - Willow Vale	PHN303	Gold Coast	1	100
309081259	Clear Island Waters	PHN303	Gold Coast	1	100
309081260	Merrimac	PHN303	Gold Coast	1	100
309081261	Robina	PHN303	Gold Coast	1	100
309081262	Varsity Lakes	PHN303	Gold Coast	1	100
309091263	Ashmore	PHN303	Gold Coast	1	100
309091264	Molendinar	PHN303	Gold Coast	1	100
309091265	Parkwood	PHN303	Gold Coast	1	100
309091540	Southport - North	PHN303	Gold Coast	1	100
309091541	Southport - South	PHN303	Gold Coast	1	100
309101267	Benowa	PHN303	Gold Coast	1	100
309101268	Bundall	PHN303	Gold Coast	1	100
309101269	Main Beach	PHN303	Gold Coast	1	100
309101270	Surfers Paradise	PHN303	Gold Coast	1	100
310011271	Darra - Sumner	PHN302	Brisbane South	1	100
310011272	Durack	PHN302	Brisbane South	1	100
310011273	Forest Lake - Doolandella	PHN302	Brisbane South	1	100
310011274	Inala - Richlands	PHN302	Brisbane South	1	100
310011275	Oxley (Qld)	PHN302	Brisbane South	1	100
310011276	Wacol	PHN302	Brisbane South	1	100
310021277	Boonah	PHN302	Brisbane South	0.00353	0.3530006
310021277	Boonah	PHN304	Darling Downs and West Moreton	0.99647	99.6469994
310021278	Esk	PHN304	Darling Downs and West Moreton	1	100
310021279	Lake Manchester - England Creek	PHN304	Darling Downs and West Moreton	1	100
310021280	Lockyer Valley - East	PHN304	Darling Downs and West Moreton	1	100
310021281	Lowood	PHN304	Darling Downs and West Moreton	1	100
310021282	Rosewood	PHN304	Darling Downs and West Moreton	1	100
310031283	Brassall	PHN304	Darling Downs and West Moreton	1	100
310031284	Bundamba	PHN304	Darling Downs and West Moreton	1	100
310031285	Churchill - Yamanto	PHN304	Darling Downs and West Moreton	1	100
310031286	Ipswich - Central	PHN304	Darling Downs and West Moreton	1	100
310031287	Ipswich - East	PHN304	Darling Downs and West Moreton	1	100
310031288	Ipswich - North	PHN304	Darling Downs and West Moreton	1	100
310031289	Karalee - Barellan Point	PHN304	Darling Downs and West Moreton	1	100
310031290	Karana Downs	PHN304	Darling Downs and West Moreton	1	100
310031291	Leichhardt - One Mile	PHN304	Darling Downs and West Moreton	1	100
310031292	North Ipswich - Tivoli	PHN304	Darling Downs and West Moreton	1	100
310031293	Raceview	PHN304	Darling Downs and West Moreton	1	100
310031294	Ripley	PHN304	Darling Downs and West Moreton	1	100
310031295	Riverview	PHN304	Darling Downs and West Moreton	1	100
310041296	Bellbird Park - Brookwater	PHN304	Darling Downs and West Moreton	1	100
310041297	Camira - Gailes	PHN304	Darling Downs and West Moreton	1	100
310041298	Carole Park	PHN304	Darling Downs and West Moreton	1	100
310041299	Collingwood Park - Redbank	PHN304	Darling Downs and West Moreton	1	100
310041300	Goodna	PHN304	Darling Downs and West Moreton	1	100
310041301	New Chum	PHN304	Darling Downs and West Moreton	1	100
310041302	Redbank Plains	PHN304	Darling Downs and West Moreton	1	100
310041303	Springfield	PHN304	Darling Downs and West Moreton	1	100
310041304	Springfield Lakes	PHN304	Darling Downs and West Moreton	1	100
311011305	Beaudesert	PHN302	Brisbane South	0.9997836	99.9783588
311011305	Beaudesert	PHN303	Gold Coast	0.0002164	0.0216412
311021306	Beenleigh	PHN302	Brisbane South	1	100
311021307	Eagleby	PHN302	Brisbane South	1	100
311021308	Edens Landing - Holmview	PHN302	Brisbane South	1	100
311021309	Mount Warren Park	PHN302	Brisbane South	1	100
311021310	Wolffdene - Bahrs Scrub	PHN302	Brisbane South	1	100
311031311	Boronia Heights - Park Ridge	PHN302	Brisbane South	1	100
311031312	Browns Plains	PHN302	Brisbane South	1	100
311031313	Chambers Flat - Logan Reserve	PHN302	Brisbane South	1	100
311031314	Crestmead	PHN302	Brisbane South	1	100
311031315	Greenbank Military Camp	PHN302	Brisbane South	1	100
311031316	Hillcrest	PHN302	Brisbane South	1	100
311031317	Marsden	PHN302	Brisbane South	1	100
311031318	Munruben - Park Ridge South	PHN302	Brisbane South	1	100
311031319	Regents Park - Heritage Park	PHN302	Brisbane South	1	100
311041320	Greenbank	PHN302	Brisbane South	1	100
311041321	Jimboomba	PHN302	Brisbane South	1	100
311041322	Logan Village	PHN302	Brisbane South	1	100
311051323	Bethania - Waterford	PHN302	Brisbane South	1	100
311051324	Cornubia - Carbrook	PHN302	Brisbane South	1	100
311051325	Loganholme - Tanah Merah	PHN302	Brisbane South	1	100
311051326	Loganlea	PHN302	Brisbane South	1	100
311051327	Shailer Park	PHN302	Brisbane South	1	100
311051328	Waterford West	PHN302	Brisbane South	1	100
311061329	Daisy Hill	PHN302	Brisbane South	1	100
311061330	Kingston (Qld.)	PHN302	Brisbane South	1	100
311061331	Logan Central	PHN302	Brisbane South	1	100
311061332	Rochedale South - Priestdale	PHN302	Brisbane South	1	100
311061333	Slacks Creek	PHN302	Brisbane South	1	100
311061334	Springwood	PHN302	Brisbane South	1	100
311061335	Underwood	PHN302	Brisbane South	1	100
311061336	Woodridge	PHN302	Brisbane South	1	100
312011337	Bowen	PHN307	Northern Queensland	1	100
312011338	Broadsound - Nebo	PHN307	Northern Queensland	1	100
312011339	Clermont	PHN307	Northern Queensland	1	100
312011340	Collinsville	PHN307	Northern Queensland	1	100
312011341	Moranbah	PHN307	Northern Queensland	1	100
312021342	Andergrove - Beaconsfield	PHN307	Northern Queensland	1	100
312021343	East Mackay	PHN307	Northern Queensland	1	100
312021344	Eimeo - Rural View	PHN307	Northern Queensland	1	100
312021345	Eungella Hinterland	PHN307	Northern Queensland	1	100
312021346	Mackay	PHN307	Northern Queensland	1	100
312021347	Mackay Harbour	PHN307	Northern Queensland	1	100
312021348	Mount Pleasant - Glenella	PHN307	Northern Queensland	1	100
312021349	North Mackay	PHN307	Northern Queensland	1	100
312021350	Ooralea - Bakers Creek	PHN307	Northern Queensland	1	100
312021351	Pioneer Valley	PHN307	Northern Queensland	1	100
312021352	Sarina	PHN307	Northern Queensland	1	100
312021353	Seaforth - Calen	PHN307	Northern Queensland	1	100
312021354	Shoal Point - Bucasia	PHN307	Northern Queensland	1	100
312021355	Slade Point	PHN307	Northern Queensland	1	100
312021356	South Mackay	PHN307	Northern Queensland	1	100
312021357	Walkerston - Eton	PHN307	Northern Queensland	1	100
312021358	West Mackay	PHN307	Northern Queensland	1	100
312031359	Airlie - Whitsundays	PHN307	Northern Queensland	1	100
312031360	Cape Conway	PHN307	Northern Queensland	1	100
312031361	Proserpine	PHN307	Northern Queensland	1	100
313011362	Beachmere - Sandstone Point	PHN301	Brisbane North	1	100
313011363	Bribie Island	PHN301	Brisbane North	1	100
313021364	Burpengary - East	PHN301	Brisbane North	1	100
313021365	Caboolture	PHN301	Brisbane North	1	100
313021366	Caboolture - South	PHN301	Brisbane North	1	100
313021367	Elimbah	PHN301	Brisbane North	1	100
313021368	Morayfield - East	PHN301	Brisbane North	1	100
313021369	Wamuran	PHN301	Brisbane North	1	100
313031370	Kilcoy	PHN301	Brisbane North	0.8424276	84.2427633
313031370	Kilcoy	PHN304	Darling Downs and West Moreton	0.1575724	15.7572367
313031371	Woodford - D'Aguilar	PHN301	Brisbane North	1	100
313041372	Burpengary	PHN301	Brisbane North	1	100
313041373	Deception Bay	PHN301	Brisbane North	1	100
313041374	Morayfield	PHN301	Brisbane North	1	100
313041375	Narangba	PHN301	Brisbane North	1	100
313041376	Upper Caboolture	PHN301	Brisbane North	1	100
313051377	Clontarf	PHN301	Brisbane North	1	100
313051378	Margate - Woody Point	PHN301	Brisbane North	1	100
313051379	Redcliffe	PHN301	Brisbane North	1	100
313051380	Rothwell - Kippa-Ring	PHN301	Brisbane North	1	100
313051542	Scarborough - Newport - Moreton Island	PHN301	Brisbane North	0.9701322	97.0132209
313051542	Scarborough - Newport - Moreton Island	PHN302	Brisbane South	0.0298678	2.9867791
314011382	Albany Creek	PHN301	Brisbane North	1	100
314011383	Cashmere	PHN301	Brisbane North	1	100
314011384	Dayboro	PHN301	Brisbane North	1	100
314011385	Eatons Hill	PHN301	Brisbane North	1	100
314011386	The Hills District	PHN301	Brisbane North	1	100
314011387	Samford Valley	PHN301	Brisbane North	1	100
314021388	Dakabin - Kallangur	PHN301	Brisbane North	1	100
314021389	Murrumba Downs - Griffin	PHN301	Brisbane North	1	100
314021390	North Lakes - Mango Hill	PHN301	Brisbane North	1	100
314031391	Bray Park	PHN301	Brisbane North	1	100
314031392	Lawnton	PHN301	Brisbane North	1	100
314031393	Petrie	PHN301	Brisbane North	1	100
314031394	Strathpine - Brendale	PHN301	Brisbane North	1	100
315011395	Aurukun	PHN307	Northern Queensland	1	100
315011396	Cape York	PHN307	Northern Queensland	1	100
315011397	Croydon - Etheridge	PHN307	Northern Queensland	1	100
315011398	Kowanyama - Pormpuraaw	PHN307	Northern Queensland	1	100
315011399	Northern Peninsula	PHN307	Northern Queensland	1	100
315011400	Tablelands	PHN307	Northern Queensland	1	100
315011401	Torres	PHN307	Northern Queensland	1	100
315011402	Torres Strait Islands	PHN307	Northern Queensland	1	100
315011403	Weipa	PHN307	Northern Queensland	1	100
315021404	Carpentaria	PHN305	Western Queensland	1	100
315021405	Mount Isa	PHN305	Western Queensland	1	100
315021406	Mount Isa Region	PHN305	Western Queensland	1	100
315021407	Northern Highlands	PHN305	Western Queensland	0.2536554	25.3655435
315021407	Northern Highlands	PHN307	Northern Queensland	0.7463446	74.6344565
315031408	Barcaldine - Blackall	PHN305	Western Queensland	1	100
315031409	Charleville	PHN305	Western Queensland	1	100
315031410	Far Central West	PHN305	Western Queensland	1	100
315031411	Far South West	PHN305	Western Queensland	1	100
315031412	Longreach	PHN305	Western Queensland	1	100
316011413	Buderim - North	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316011414	Buderim - South	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316011415	Mountain Creek	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316011416	Sippy Downs	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316021417	Aroona - Currimundi	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316021418	Buddina - Minyama	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316021419	Caloundra - Kings Beach	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316021420	Caloundra - West	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316021421	Golden Beach - Pelican Waters	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316021422	Moffat Beach - Battery Hill	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316021423	Parrearra - Warana	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316021424	Wurtulla - Birtinya	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316031425	Coolum Beach	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316031426	Marcoola - Mudjimba	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316031427	Maroochydore - Kuluin	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316031428	Mooloolaba - Alexandra Headland	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316051434	Noosa Heads	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316051435	Noosaville	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316051437	Sunshine Beach	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316051438	Tewantin	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316051543	Peregian Beach - Marcus Beach	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316051544	Peregian Springs	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316061439	Beerwah	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316061440	Caloundra Hinterland	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316061441	Glass House Mountains	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316061442	Landsborough	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316061443	Maroochy Hinterland	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316061444	Palmwoods	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316071545	Bli Bli	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316071546	Diddillibah - Rosemount	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316071547	Eumundi - Yandina	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316071548	Nambour	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
316081549	Noosa Hinterland	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
317011445	Cambooya - Wyreema	PHN304	Darling Downs and West Moreton	1	100
317011446	Darling Heights	PHN304	Darling Downs and West Moreton	1	100
317011447	Drayton - Harristown	PHN304	Darling Downs and West Moreton	1	100
317011448	Gatton	PHN304	Darling Downs and West Moreton	1	100
317011449	Gowrie (Qld)	PHN304	Darling Downs and West Moreton	1	100
317011450	Highfields	PHN304	Darling Downs and West Moreton	1	100
317011451	Lockyer Valley - West	PHN304	Darling Downs and West Moreton	1	100
317011452	Middle Ridge	PHN304	Darling Downs and West Moreton	1	100
317011453	Newtown (Qld)	PHN304	Darling Downs and West Moreton	1	100
317011454	North Toowoomba - Harlaxton	PHN304	Darling Downs and West Moreton	1	100
317011455	Rangeville	PHN304	Darling Downs and West Moreton	1	100
317011456	Toowoomba - Central	PHN304	Darling Downs and West Moreton	1	100
317011457	Toowoomba - East	PHN304	Darling Downs and West Moreton	1	100
317011458	Toowoomba - West	PHN304	Darling Downs and West Moreton	1	100
317011459	Wilsonton	PHN304	Darling Downs and West Moreton	1	100
318011460	Ayr	PHN307	Northern Queensland	1	100
318011461	Burdekin	PHN307	Northern Queensland	1	100
318011462	Charters Towers	PHN307	Northern Queensland	1	100
318011463	Dalrymple	PHN307	Northern Queensland	1	100
318011464	Ingham	PHN307	Northern Queensland	1	100
318011465	Ingham Region	PHN307	Northern Queensland	1	100
318011466	Palm Island	PHN307	Northern Queensland	1	100
318021467	Aitkenvale	PHN307	Northern Queensland	1	100
318021468	Annandale	PHN307	Northern Queensland	1	100
318021469	Belgian Gardens - Pallarenda	PHN307	Northern Queensland	1	100
318021470	Bohle Plains	PHN307	Northern Queensland	1	100
318021471	Condon - Rasmussen	PHN307	Northern Queensland	1	100
318021472	Cranbrook	PHN307	Northern Queensland	1	100
318021473	Deeragun	PHN307	Northern Queensland	1	100
318021474	Douglas	PHN307	Northern Queensland	1	100
318021475	Garbutt - West End	PHN307	Northern Queensland	1	100
318021476	Gulliver - Currajong - Vincent	PHN307	Northern Queensland	1	100
318021477	Heatley	PHN307	Northern Queensland	1	100
318021478	Hermit Park - Rosslea	PHN307	Northern Queensland	1	100
318021479	Hyde Park - Pimlico	PHN307	Northern Queensland	1	100
318021480	Kelso	PHN307	Northern Queensland	1	100
318021481	Kirwan - East	PHN307	Northern Queensland	1	100
318021482	Kirwan - West	PHN307	Northern Queensland	1	100
318021483	Magnetic Island	PHN307	Northern Queensland	1	100
318021484	Mount Louisa	PHN307	Northern Queensland	1	100
318021485	Mundingburra	PHN307	Northern Queensland	1	100
318021486	Northern Beaches	PHN307	Northern Queensland	1	100
318021487	Oonoonba	PHN307	Northern Queensland	1	100
318021488	South Townsville - Railway Estate	PHN307	Northern Queensland	1	100
318021489	Townsville - South	PHN307	Northern Queensland	1	100
318021490	Townsville City - North Ward	PHN307	Northern Queensland	1	100
318021491	Wulguru - Roseneath	PHN307	Northern Queensland	1	100
319011492	Ashfield - Kepnock	PHN306	Central Queensland, Wide Bay, Sunshine Coast	1	100
